# Tier1_sims (Up to date)
# 1243 data points written for 11 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (32.3 m/s):  "Pilot Parachute"
#
# Time (s),Angle of attack (°),CP location (in),CG location (in),Stability margin calibers (​),Drag coefficient (​),Normal force coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
5.2,0.001,107.762,86.113,3.537,0.56,0,927.88,0.001,337.477,0.415
5.22,0,107.761,86.113,3.537,0.559,0,927.568,0.001,337.466,0.414
5.24,0,107.761,86.113,3.537,0.559,0,927.256,0.001,337.455,0.413
5.26,0,107.76,86.113,3.537,0.559,0,926.945,0.001,337.444,0.412
5.28,0,107.759,86.113,3.537,0.559,0,926.635,0.001,337.433,0.411
5.3,0,107.759,86.113,3.537,0.559,0,926.325,0.001,337.422,0.41
5.32,0,107.758,86.113,3.537,0.559,0,926.017,0.001,337.411,0.409
5.34,0,107.757,86.113,3.537,0.559,0,925.708,0.001,337.4,0.408
5.36,0,107.756,86.113,3.536,0.559,0,925.401,0.001,337.39,0.407
5.38,0,107.755,86.113,3.536,0.559,0,925.094,0.001,337.379,0.407
5.4,0,107.754,86.113,3.536,0.559,0,924.788,0.001,337.368,0.406
5.42,0.001,107.753,86.113,3.536,0.559,0,924.482,0.001,337.357,0.405
5.44,0.001,107.752,86.113,3.536,0.559,0,924.177,0.001,337.347,0.404
5.46,0.001,107.751,86.113,3.536,0.558,0,923.873,0.001,337.336,0.403
5.48,0.001,107.75,86.113,3.535,0.558,0,923.57,0.001,337.325,0.402
5.5,0.001,107.749,86.113,3.535,0.558,0,923.267,0.001,337.314,0.401
5.52,0.001,107.748,86.113,3.535,0.558,0,922.965,0.001,337.304,0.4
5.54,0.001,107.747,86.113,3.535,0.558,0,922.663,0.001,337.293,0.4
5.56,0.001,107.746,86.113,3.535,0.558,0,922.362,0.001,337.283,0.399
5.58,0.001,107.745,86.113,3.535,0.558,0,922.062,0.001,337.272,0.398
5.6,0.001,107.744,86.113,3.535,0.558,0,921.763,0.001,337.261,0.397
5.62,0.001,107.744,86.113,3.534,0.558,0,921.464,0.001,337.251,0.396
5.64,0.001,107.743,86.113,3.534,0.558,0,921.166,0.001,337.24,0.395
5.66,0.001,107.742,86.113,3.534,0.558,0,920.868,0.001,337.23,0.394
5.68,0.001,107.741,86.113,3.534,0.558,0,920.571,0.001,337.219,0.394
5.7,0.001,107.741,86.113,3.534,0.558,0,920.275,0.001,337.209,0.393
5.72,0.001,107.74,86.113,3.534,0.558,0,919.979,0.001,337.199,0.392
5.74,0.001,107.74,86.113,3.534,0.557,0,919.684,0.001,337.188,0.391
5.76,0.001,107.739,86.113,3.534,0.557,0,919.39,0.001,337.178,0.39
5.78,0,107.738,86.113,3.534,0.557,0,919.097,0.001,337.167,0.389
5.8,0,107.738,86.113,3.533,0.557,0,918.804,0.001,337.157,0.388
5.82,0,107.737,86.113,3.533,0.557,0,918.511,0.001,337.147,0.388
5.84,0,107.737,86.113,3.533,0.557,0,918.22,0.001,337.136,0.387
5.86,0,107.736,86.113,3.533,0.557,0,917.929,0.001,337.126,0.386
5.88,0,107.735,86.113,3.533,0.557,0,917.638,0.001,337.116,0.385
5.9,0,107.734,86.113,3.533,0.557,0,917.349,0.001,337.106,0.384
5.92,0,107.734,86.113,3.533,0.557,0,917.06,0.001,337.096,0.383
5.94,0,107.733,86.113,3.533,0.557,0,916.771,0.001,337.085,0.382
5.96,0,107.732,86.113,3.532,0.557,0,916.484,0.001,337.075,0.382
5.98,0,107.731,86.113,3.532,0.557,0,916.196,0.001,337.065,0.381
6,0.001,107.73,86.113,3.532,0.557,0,915.91,0.001,337.055,0.38
6.02,0.001,107.729,86.113,3.532,0.556,0,915.624,0.001,337.045,0.379
6.04,0.001,107.728,86.113,3.532,0.556,0,915.339,0.001,337.035,0.378
6.06,0.001,107.727,86.113,3.532,0.556,0,915.054,0.001,337.025,0.377
6.08,0.001,107.727,86.113,3.532,0.556,0,914.771,0.001,337.015,0.377
6.1,0.001,107.726,86.113,3.531,0.556,0,914.487,0.001,337.005,0.376
6.12,0.001,107.725,86.113,3.531,0.556,0,914.205,0.001,336.995,0.375
6.14,0.001,107.724,86.113,3.531,0.556,0,913.923,0.001,336.985,0.374
6.16,0.001,107.724,86.113,3.531,0.556,0,913.641,0.001,336.975,0.373
6.18,0.001,107.723,86.113,3.531,0.556,0,913.361,0.001,336.965,0.372
6.2,0.001,107.722,86.113,3.531,0.556,0,913.081,0.001,336.955,0.372
6.22,0.001,107.722,86.113,3.531,0.556,0,912.801,0.001,336.945,0.371
6.24,0.001,107.721,86.113,3.531,0.556,0,912.522,0.001,336.936,0.37
6.26,0.001,107.72,86.113,3.531,0.556,0,912.244,0.001,336.926,0.369
6.28,0.001,107.72,86.113,3.531,0.556,0,911.967,0.001,336.916,0.368
6.3,0,107.719,86.113,3.53,0.555,0,911.69,0.001,336.906,0.367
6.32,0,107.719,86.113,3.53,0.555,0,911.413,0.001,336.897,0.367
6.34,0,107.718,86.113,3.53,0.555,0,911.138,0.001,336.887,0.366
6.36,0,107.717,86.113,3.53,0.555,0,910.863,0.001,336.877,0.365
6.38,0,107.717,86.113,3.53,0.555,0,910.588,0.001,336.867,0.364
6.4,0,107.716,86.113,3.53,0.555,0,910.314,0.001,336.858,0.363
6.42,0,107.716,86.113,3.53,0.555,0,910.041,0.001,336.848,0.363
6.44,0,107.715,86.113,3.53,0.555,0,909.769,0.001,336.839,0.362
6.46,0,107.714,86.113,3.53,0.555,0,909.497,0.001,336.829,0.361
6.48,0,107.713,86.113,3.529,0.555,0,909.225,0.001,336.819,0.36
6.5,0,107.713,86.113,3.529,0.555,0,908.955,0.001,336.81,0.359
6.52,0,107.712,86.113,3.529,0.555,0,908.684,0.001,336.8,0.358
6.54,0,107.711,86.113,3.529,0.555,0,908.415,0.001,336.791,0.358
6.56,0,107.71,86.113,3.529,0.555,0,908.146,0.001,336.781,0.357
6.58,0,107.71,86.113,3.529,0.555,0,907.878,0.001,336.772,0.356
6.6,0,107.709,86.113,3.529,0.555,0,907.61,0.001,336.762,0.355
6.62,0,107.708,86.113,3.529,0.554,0,907.343,0.001,336.753,0.354
6.64,0,107.708,86.113,3.529,0.554,0,907.077,0.001,336.744,0.354
6.66,0.001,107.707,86.113,3.528,0.554,0,906.811,0.001,336.734,0.353
6.68,0.001,107.706,86.113,3.528,0.554,0,906.546,0.001,336.725,0.352
6.7,0.001,107.705,86.113,3.528,0.554,0,906.281,0.001,336.716,0.351
6.72,0.001,107.705,86.113,3.528,0.554,0,906.017,0.001,336.706,0.35
6.74,0.001,107.704,86.113,3.528,0.554,0,905.754,0.001,336.697,0.35
6.76,0.001,107.704,86.113,3.528,0.554,0,905.491,0.001,336.688,0.349
6.78,0.001,107.703,86.113,3.528,0.554,0,905.229,0.001,336.678,0.348
6.8,0.001,107.702,86.113,3.528,0.554,0,904.968,0.001,336.669,0.347
6.82,0.001,107.702,86.113,3.528,0.554,0,904.707,0.001,336.66,0.346
6.84,0.001,107.701,86.113,3.527,0.554,0,904.446,0.001,336.651,0.346
